Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct,is_kept
IL12R,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL17,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL12R,CD4,unknown,Fake,6,,,TAKEN_OUT
IL12R,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL12R,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL12R,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL12R,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL12R,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL2,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL13,unknown,Fake,6,,,TAKEN_OUT
IL12R,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL31,unknown,Fake,6,,,TAKEN_OUT
IL12R,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL12R,ST2,unknown,Fake,6,,,TAKEN_OUT
IL12R,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL12R,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL12R,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL12R,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL3,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL24,unknown,Fake,6,,,TAKEN_OUT
IL12R,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL12R,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL12R,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL10,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL12R,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL35,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL12R,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL12R,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL12R,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL18R,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL21,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL23,unknown,Fake,6,,,TAKEN_OUT
IL18R,TBET,unknown,Fake,6,,,TAKEN_OUT
IL18R,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL18R,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL22,unknown,Fake,6,,,TAKEN_OUT
IL18R,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL18R,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL18R,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL18R,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL18R,PU1,unknown,Fake,6,,,TAKEN_OUT
IL18R,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL18R,CD8,unknown,Fake,6,,,TAKEN_OUT
IL18R,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL18R,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL18R,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL18R,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL18R,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL4,unknown,Fake,6,,,TAKEN_OUT
IL18R,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL25,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL9,unknown,Fake,6,,,TAKEN_OUT
IL18R,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL5,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL6,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL18R,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL17,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL18R,CD4,unknown,Fake,6,,,TAKEN_OUT
IL18R,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL18R,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL18R,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL18R,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL2,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL13,unknown,Fake,6,,,TAKEN_OUT
IL18R,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL31,unknown,Fake,6,,,TAKEN_OUT
IL18R,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL18R,ST2,unknown,Fake,6,,,TAKEN_OUT
IL18R,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL18R,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL18R,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL18R,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL3,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL24,unknown,Fake,6,,,TAKEN_OUT
IL18R,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL18R,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL10,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL18R,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL35,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL18R,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL18R,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL21,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL23,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,TBET,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL22,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,PU1,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,CD8,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL4,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL25,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL9,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL5,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL6,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL17,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,CD4,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL13,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL31,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,ST2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL3,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL24,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL10,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL35,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL12RB2,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL21,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL21,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL21,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL21,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL21,IL21,unknown,Fake,6,,,TAKEN_OUT
IL21,IL23,unknown,Fake,6,,,TAKEN_OUT
IL21,TBET,unknown,Fake,6,,,TAKEN_OUT
IL21,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL21,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL21,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL21,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL21,IL22,unknown,Fake,6,,,TAKEN_OUT
IL21,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL21,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL21,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL21,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL21,PU1,unknown,Fake,6,,,TAKEN_OUT
IL21,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL21,CD8,unknown,Fake,6,,,TAKEN_OUT
IL21,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL21,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL21,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL21,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL21,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL21,IL4,unknown,Fake,6,,,TAKEN_OUT
IL21,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL21,IL25,unknown,Fake,6,,,TAKEN_OUT
IL21,IL9,unknown,Fake,6,,,TAKEN_OUT
IL21,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL21,IL5,unknown,Fake,6,,,TAKEN_OUT
IL21,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL21,IL6,unknown,Fake,6,,,TAKEN_OUT
IL21,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL21,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL21,IL17,unknown,Fake,6,,,TAKEN_OUT
IL21,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL21,CD4,unknown,Fake,6,,,TAKEN_OUT
IL21,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL21,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL21,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL21,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL21,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL21,IL2,unknown,Fake,6,,,TAKEN_OUT
IL21,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL21,IL13,unknown,Fake,6,,,TAKEN_OUT
IL21,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL21,IL31,unknown,Fake,6,,,TAKEN_OUT
IL21,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL21,ST2,unknown,Fake,6,,,TAKEN_OUT
IL21,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL21,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL21,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL21,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL21,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL21,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL21,IL3,unknown,Fake,6,,,TAKEN_OUT
IL21,IL24,unknown,Fake,6,,,TAKEN_OUT
IL21,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL21,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL21,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL21,IL10,unknown,Fake,6,,,TAKEN_OUT
IL21,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL21,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL21,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL21,IL35,unknown,Fake,6,,,TAKEN_OUT
IL21,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL21,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL21,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL21,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL21,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL21,IL10R,unknown,Fake,6,,,TAKEN_OUT
TBET,IL21R,unknown,Fake,6,,,TAKEN_OUT
TBET,IL12R,unknown,Fake,6,,,TAKEN_OUT
TBET,IL18R,unknown,Fake,6,,,TAKEN_OUT
TBET,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
TBET,JAK1,unknown,Fake,6,,,TAKEN_OUT
TBET,IL21,unknown,Fake,6,,,TAKEN_OUT
TBET,IL23,unknown,Fake,6,,,TAKEN_OUT
TBET,TBET,unknown,Fake,6,,,TAKEN_OUT
TBET,THPOK,unknown,Fake,6,,,TAKEN_OUT
TBET,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
TBET,STAT1,unknown,Fake,6,,,TAKEN_OUT
TBET,IL33R,unknown,Fake,6,,,TAKEN_OUT
TBET,IL22,unknown,Fake,6,,,TAKEN_OUT
TBET,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
TBET,IRF1,unknown,Fake,6,,,TAKEN_OUT
TBET,STAT4,unknown,Fake,6,,,TAKEN_OUT
TBET,IFNGR,unknown,Fake,6,,,TAKEN_OUT
TBET,PU1,unknown,Fake,6,,,TAKEN_OUT
TBET,EOMES,unknown,Fake,6,,,TAKEN_OUT
TBET,CD8,unknown,Fake,6,,,TAKEN_OUT
TBET,NFKB,unknown,Fake,6,,,TAKEN_OUT
TBET,STAT6,unknown,Fake,6,,,TAKEN_OUT
TBET,SMAD3,unknown,Fake,6,,,TAKEN_OUT
TBET,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
TBET,STAT3,unknown,Fake,6,,,TAKEN_OUT
TBET,IL25,unknown,Fake,6,,,TAKEN_OUT
TBET,IL9,unknown,Fake,6,,,TAKEN_OUT
TBET,TGFBR,unknown,Fake,6,,,TAKEN_OUT
TBET,IL5,unknown,Fake,6,,,TAKEN_OUT
TBET,IL1R,unknown,Fake,6,,,TAKEN_OUT
TBET,IL6,unknown,Fake,6,,,TAKEN_OUT
TBET,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
TBET,RUNX3,unknown,Fake,6,,,TAKEN_OUT
TBET,IL17,unknown,Fake,6,,,TAKEN_OUT
TBET,IL4R,unknown,Fake,6,,,TAKEN_OUT
TBET,CD4,unknown,Fake,6,,,TAKEN_OUT
TBET,SMAD2,unknown,Fake,6,,,TAKEN_OUT
TBET,proliferation,unknown,Fake,6,,,TAKEN_OUT
TBET,NFAT,unknown,Fake,6,,,TAKEN_OUT
TBET,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
TBET,IRAK,unknown,Fake,6,,,TAKEN_OUT
TBET,IL2RA,unknown,Fake,6,,,TAKEN_OUT
TBET,IL13,unknown,Fake,6,,,TAKEN_OUT
TBET,IL31,unknown,Fake,6,,,TAKEN_OUT
TBET,PRF1,unknown,Fake,6,,,TAKEN_OUT
TBET,ST2,unknown,Fake,6,,,TAKEN_OUT
TBET,GZMB,unknown,Fake,6,,,TAKEN_OUT
TBET,SOCS1,unknown,Fake,6,,,TAKEN_OUT
TBET,STAT5,unknown,Fake,6,,,TAKEN_OUT
TBET,TGFB,unknown,Fake,6,,,TAKEN_OUT
TBET,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
TBET,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
TBET,IL3,unknown,Fake,6,,,TAKEN_OUT
TBET,IL24,unknown,Fake,6,,,TAKEN_OUT
TBET,IL10,unknown,Fake,6,,,TAKEN_OUT
TBET,IL6R,unknown,Fake,6,,,TAKEN_OUT
TBET,IL35,unknown,Fake,6,,,TAKEN_OUT
TBET,IL25R,unknown,Fake,6,,,TAKEN_OUT
TBET,IL2R,unknown,Fake,6,,,TAKEN_OUT
TBET,CMAF,unknown,Fake,6,,,TAKEN_OUT
TBET,IL1R1,unknown,Fake,6,,,TAKEN_OUT
TBET,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL33R,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL21,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL23,unknown,Fake,6,,,TAKEN_OUT
IL33R,TBET,unknown,Fake,6,,,TAKEN_OUT
IL33R,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL33R,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL22,unknown,Fake,6,,,TAKEN_OUT
IL33R,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL33R,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL33R,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL33R,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL33R,PU1,unknown,Fake,6,,,TAKEN_OUT
IL33R,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL33R,CD8,unknown,Fake,6,,,TAKEN_OUT
IL33R,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL33R,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL33R,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL33R,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL33R,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL4,unknown,Fake,6,,,TAKEN_OUT
IL33R,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL25,unknown,Fake,6,,,TAKEN_OUT
IL33R,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL6,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL33R,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL17,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL33R,CD4,unknown,Fake,6,,,TAKEN_OUT
IL33R,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL33R,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL33R,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL33R,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL33R,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL2,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL33R,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL31,unknown,Fake,6,,,TAKEN_OUT
IL33R,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL33R,ST2,unknown,Fake,6,,,TAKEN_OUT
IL33R,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL33R,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL33R,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL33R,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL3,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL24,unknown,Fake,6,,,TAKEN_OUT
IL33R,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL33R,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL33R,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL10,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL33R,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL35,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL33R,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL33R,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL33R,IL10R,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL21R,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL12R,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL18R,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL21,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL23,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,TBET,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,THPOK,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL33R,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL22,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IRF1,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,STAT4,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,PU1,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,EOMES,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,CD8,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,NFKB,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,STAT6,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL4,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,STAT3,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL25,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL9,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL5,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL1R,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL6,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL17,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL4R,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,CD4,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,proliferation,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,NFAT,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IRAK,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL2,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL13,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,IL31,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,PRF1,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,ST2,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,GZMB,unknown,Fake,6,,,TAKEN_OUT
IFNGR_2,SOCS1,unknown,Fake,6,,,TAKEN_OUT
